property_id,price

144422,51794.713716547

88767,24094.284293807712

14673,9005.270971161739

34089,122347.43526061067

142708,20891.363620162643

89943,14983.23483410123

12405,25461.677520698577

153492,15344.398591634897

182304,35772.42859768201

152899,93509.69343457473

136628,24826.94961095525

149186,5355.650572755843

11192,20047.139140538744

40581,128139.96906465874

84968,117589.41277892125

50129,30397.679670656955

187417,13939.49945324042

84946,21334.212421300326

77266,9202.924995878358

61163,22644.60855917143

29453,20430.950609145475

188604,36185.967741090666

185923,57375.546641478104

154686,19551.062290229125

20845,200483.91818837918

34667,78313.57575989419

74248,64047.28688826545

109237,44525.729419624055

191108,12650.048714118155

110248,16512.36004927825

115126,13530.824900393385

14863,18891.188244514284

122944,8968.135993015843

59891,20658.88629885415

115942,6195.441400805932

113046,11462.747397284616

160168,25903.50647805366

64270,19078.533459180555

186811,21416.34006287177

163545,15204.461338294554

21843,31006.433813246862

63053,11017.144964421146

184028,21506.47503476243

129910,30634.624312943328

155764,42800.861741283654

188418,18557.05316214012

64831,18371.390762215153

3111,14672.325043005785

133868,35619.283594142915

160001,18682.991353054575

123729,8915.19905119994

71095,46669.11183094027

90615,15702.01771808523

72505,84652.11346225158

140105,184826.15938960595

76184,10034.605965847917

143592,29876.447596544753

61175,4938.548513323032

6045,109227.10822991969

36929,126441.09495458563

178717,173891.6971249025

141412,6557.932565944193

127750,13589.490809423052

60823,103559.70120121402

150103,19786.046208476655

155031,18262.9572999671

141331,21892.108545906434

3938,35469.67866644054

164277,13285.603131405675

45310,10194.249743782599

49024,21875.71135739788

161031,31325.348253244887

138473,9752.5468813515

84054,26325.466777413323

61665,18464.496191835075

191821,183192.57116442622

115827,332979.8440641433

161318,25566.350444461248

13032,15744.472778384647

178513,20626.948057930822

87118,14393.339480447768

62217,420298.60263426363

124959,19986.56648471071

178756,28461.428467412807

91328,3017.0976929465396

55561,4881.19032202569

114460,22161.113044095175

185638,25679.557185785874

127248,15272.882415525299

118564,26411.32226844231

77043,5610.469573844122

190091,119898.2450874891

175030,5766.771894082871

61782,50626.896092836454

115493,48129.61931224983

128161,5326.676319642898

20455,19704.290110852427

103571,156232.9330984275

7681,73617.56342662817

86725,35228.32073526915

179999,36187.85063825454

97859,5233.0151295138785

65673,7481.814080438002

146707,13655.270368261823

41007,77022.64914082614

55864,17872.86709375467

180079,335177.2526562179

190357,22672.532029598056

88006,91988.66915716932

135733,77078.03690600037

160062,18469.05132303535

29198,56379.72330622077

144343,8536.641204622814

16838,24048.26089692179

110573,57888.17908730311

46755,42910.36686680068

7901,55890.05862353109

101171,24917.555977114185

29373,36271.539029318854

97747,4025.3529489412394

111731,9005.956600896818

86221,30440.12666419842

33123,36455.73403338838

57218,25897.389249240623

191231,9523.711730879819

154298,20178.743855775752

39254,8015.261534808487

73574,6478.886168109053

102489,30150.915129127323

138616,31169.591046049252

122252,22728.593025847156

92984,43563.782388900785

96162,16747.83546521777

158404,122906.26188566592

95463,29494.625446035156

118090,9928.877514234726

192025,20021.039081362153

183866,27748.238086369696

51748,24503.765958472286

147137,8393.909884525357

29640,11650.522787932317

108137,8030.609523185889

26888,10819.139005361776

47352,7862.0688099796425

145326,168090.08589553987

152756,24267.99563328821

162354,10052.828029667973

118219,23109.737388511407

103119,31456.566427564896

4187,15016.72626976157

5045,25563.3475980329

135935,13366.546361704088

92755,70783.57804685211

114659,19738.474539666135

148867,14826.364599844615

138891,20746.916497602528

144162,19171.88262144633

1981,36334.75337838995

159888,20055.464292915578

83835,27796.50802805022

67241,73489.84439767162

147996,3999.957366439543

52502,8892.91219150709

178794,19047.288029638043

2204,122887.86892475402

126780,17769.25903250471
